,FraudFound_P,Month,DayOfWeek,Make,DayOfWeekClaimed,MonthClaimed,MaritalStatus,PolicyType,VehicleCategory,VehiclePrice,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy,AccidentArea,Sex,Fault,PoliceReportFiled,WitnessPresent,AgentType,WeekOfMonth,WeekOfMonthClaimed,Age,Deductible,DriverRating
11794,0,-0.8181818181818181,-1.0,0.8888888888888888,-0.6666666666666667,1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.5,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,-0.5,-0.0625,-0.5,-0.9999999999999999
11795,0,-0.4545454545454546,-1.0,-0.33333333333333337,0.6666666666666665,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,0.0,1,0,0,0,0,0,-0.5,0.5,-0.4375,-0.5,0.3333333333333335
11796,0,-0.4545454545454546,-1.0,0.4444444444444444,0.6666666666666665,-0.4545454545454546,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,1.0,0.5,-1.0,0.0,1,1,1,0,0,0,0.0,0.5,0.0,-0.5,1.0
11797,0,0.2727272727272727,0.33333333333333326,-0.33333333333333337,-1.0,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,1.0,0.5,-1.0,0.0,1,1,1,0,0,0,1.0,-0.5,-0.125,-0.5,1.0
11798,0,0.2727272727272727,1.0,-0.33333333333333337,0.33333333333333326,0.2727272727272727,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.1428571428571428,0.25,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,1,0.5,0.5,-0.3125,-0.5,-0.33333333333333326
11799,0,0.4545454545454546,-1.0,0.8888888888888888,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,-0.33333333333333337,0.5,-1.0,0.0,0,1,0,0,0,0,0.0,-1.0,-0.625,-0.5,1.0
11800,0,-1.0,-0.6666666666666667,0.8888888888888888,0.6666666666666665,-1.0,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,0.5,0.5,-0.375,-0.5,0.3333333333333335
11801,0,1.0,1.0,0.0,0.33333333333333326,1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,1.0,0.0,-0.5,1.0,0,1,0,0,0,0,-1.0,-0.5,0.0625,-0.5,-0.33333333333333326
11802,0,-0.8181818181818181,1.0,0.8888888888888888,1.0,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,0.0,-0.125,-0.5,0.3333333333333335
11803,0,0.4545454545454546,-0.6666666666666667,0.0,0.6666666666666665,0.4545454545454546,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,-0.3125,-0.5,-0.9999999999999999
11804,0,-0.2727272727272727,0.6666666666666665,0.4444444444444444,0.33333333333333326,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,1.0,0.5,-1.0,-1.0,1,0,0,0,0,0,-1.0,-1.0,0.1875,-0.5,-0.33333333333333326
11805,0,0.09090909090909083,0.33333333333333326,0.4444444444444444,-0.6666666666666667,-0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.75,0.33333333333333326,0.5,-1.0,0.0,1,1,1,0,0,0,1.0,-1.0,0.4375,-0.5,1.0
11806,0,-1.0,-0.6666666666666667,-0.33333333333333337,0.6666666666666665,-1.0,-0.33333333333333337,0.0,0.0,1.0,0.5,1.0,1.0,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,0.5,-0.28125,-0.5,1.0
11807,1,-0.4545454545454546,1.0,-0.33333333333333337,0.33333333333333326,-0.4545454545454546,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0.33333333333333326,0.5,0.0,0.0,1,1,0,0,0,0,0.5,0.5,-0.25,-0.5,0.3333333333333335
11808,0,0.6363636363636365,0.33333333333333326,-0.33333333333333337,-1.0,-0.6363636363636364,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.25,-1.0,0.5,-1.0,0.0,0,1,1,0,0,0,1.0,-1.0,-0.21875,-0.5,-0.33333333333333326
11809,0,-1.0,0.6666666666666665,0.4444444444444444,1.0,-1.0,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,0.5,0.5,0.15625,-0.5,-0.9999999999999999
11810,0,-1.0,0.6666666666666665,0.0,1.0,-1.0,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,-0.5,0.0,-0.09375,1.0,1.0
11811,0,-0.6363636363636364,-1.0,0.8888888888888888,0.6666666666666665,-0.6363636363636364,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.1428571428571428,0.0,-1.0,0.5,-1.0,-1.0,0,1,0,0,0,0,0.5,0.5,-0.5625,-0.5,1.0
11812,0,0.6363636363636365,1.0,0.4444444444444444,0.6666666666666665,0.6363636363636365,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.7142857142857142,1.0,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-1.0,-0.5,1.0,-0.5,-0.33333333333333326
11813,0,-0.09090909090909083,-0.33333333333333337,-0.33333333333333337,1.0,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-0.5,-0.59375,-0.5,0.3333333333333335
11814,0,0.09090909090909083,-0.6666666666666667,0.8888888888888888,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.5,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.5,-0.0625,-0.5,-0.33333333333333326
11815,0,-0.2727272727272727,0.33333333333333326,0.8888888888888888,0.33333333333333326,-0.2727272727272727,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,-0.33333333333333337,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.09375,-0.5,0.3333333333333335
11816,0,-1.0,0.6666666666666665,0.0,-1.0,0.4545454545454546,0.33333333333333326,0.0,0.0,1.0,0.5,1.0,-0.33333333333333337,-0.7142857142857143,-0.25,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,-1.0,-0.8125,-0.5,-0.33333333333333326
11817,0,-0.09090909090909083,-0.33333333333333337,-0.33333333333333337,0.6666666666666665,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,-1.0,-0.5,-0.09375,-0.5,0.3333333333333335
11818,0,-0.2727272727272727,0.0,0.8888888888888888,1.0,-0.4545454545454546,0.33333333333333326,-1.0,-1.0,1.0,0.5,1.0,-1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,-0.5625,-0.5,-0.33333333333333326
11819,0,-0.2727272727272727,-0.33333333333333337,-0.7777777777777778,-0.6666666666666667,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,1.0,0.5,1.0,1.0,0.7142857142857142,0.25,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,1.0,-0.1875,-0.5,-0.33333333333333326
11820,0,0.8181818181818183,1.0,0.4444444444444444,0.33333333333333326,0.6363636363636365,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,-1.0,-0.03125,-0.5,0.3333333333333335
11821,0,0.6363636363636365,1.0,-0.33333333333333337,0.6666666666666665,0.6363636363636365,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,-1.0,0.5,-1.0,-1.0,0,1,0,0,0,0,0.5,1.0,0.15625,-0.5,1.0
11822,0,0.8181818181818183,1.0,0.4444444444444444,0.6666666666666665,0.8181818181818183,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.5,-0.33333333333333337,0.0,-0.5,0.0,0,1,0,0,0,0,0.0,0.5,0.21875,-0.5,-0.9999999999999999
11823,0,1.0,-1.0,0.8888888888888888,1.0,0.8181818181818183,0.33333333333333326,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,-0.7142857142857143,-0.25,0.33333333333333326,0.5,-1.0,-1.0,0,1,0,0,0,0,0.5,0.5,-0.78125,-0.5,-0.9999999999999999
11824,0,-0.2727272727272727,-0.33333333333333337,1.0,-0.6666666666666667,-0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-0.19999999999999996,0.5,1.0,1.0,0.7142857142857142,1.0,-1.0,0.5,-1.0,-1.0,1,0,0,0,0,0,1.0,-1.0,0.9375,-0.5,-0.33333333333333326
11825,0,-0.2727272727272727,-0.6666666666666667,-0.7777777777777778,1.0,-0.4545454545454546,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.75,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,1.0,-1.0,0.4375,-0.5,-0.33333333333333326
11826,0,-0.2727272727272727,0.0,-0.4444444444444444,0.6666666666666665,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,1.0,-0.625,-0.5,-0.33333333333333326
11827,0,-0.2727272727272727,-0.33333333333333337,0.8888888888888888,-0.6666666666666667,-0.2727272727272727,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,1.0,0.5,-1.0,1.0,1,1,0,1,0,0,0.5,0.5,-0.6875,-0.5,-0.9999999999999999
11828,0,-0.2727272727272727,-0.33333333333333337,0.4444444444444444,-1.0,-0.4545454545454546,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-0.33333333333333337,0.5,-1.0,0.0,0,1,0,0,0,0,0.5,-1.0,-0.40625,-0.5,-0.9999999999999999
11829,0,-0.2727272727272727,0.33333333333333326,0.4444444444444444,0.33333333333333326,-0.2727272727272727,0.33333333333333326,-0.5,0.0,0.6000000000000001,0.5,1.0,-1.0,0.4285714285714284,1.0,0.33333333333333326,-1.0,-1.0,1.0,1,1,0,0,0,0,-0.5,-0.5,0.65625,-0.5,-0.33333333333333326
11830,0,-1.0,0.6666666666666665,0.4444444444444444,0.33333333333333326,-1.0,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,-1.0,1,0,0,0,0,0,0.5,0.5,-0.375,-0.5,-0.33333333333333326
11831,0,-0.8181818181818181,0.6666666666666665,0.0,1.0,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,-0.5,-1.0,1.0,1,0,1,0,0,0,-0.5,-0.5,-0.25,0.0,0.3333333333333335
11832,0,-0.09090909090909083,0.6666666666666665,0.4444444444444444,1.0,-0.09090909090909083,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.0,-0.5,-0.5,-0.9999999999999999
11833,0,-0.09090909090909083,-0.6666666666666667,0.0,-0.6666666666666667,-0.09090909090909083,0.33333333333333326,-0.5,0.0,-1.0,0.5,1.0,0.33333333333333326,0.4285714285714284,0.75,0.33333333333333326,0.5,-1.0,1.0,1,1,1,0,0,0,0.0,0.0,0.28125,-0.5,-0.33333333333333326
11834,0,-0.4545454545454546,-1.0,0.8888888888888888,0.6666666666666665,-0.4545454545454546,0.33333333333333326,-1.0,-1.0,0.6000000000000001,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,0,0,0,0,0,-1.0,-0.5,-0.46875,-0.5,1.0
11835,0,-0.2727272727272727,-0.6666666666666667,0.8888888888888888,0.33333333333333326,-0.2727272727272727,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,0.5,-0.53125,-0.5,-0.9999999999999999
11836,0,-0.2727272727272727,-1.0,0.4444444444444444,1.0,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,-1.0,1,1,1,0,0,0,0.0,0.0,-0.25,-0.5,-0.9999999999999999
11837,0,-0.2727272727272727,-1.0,0.8888888888888888,-1.0,-0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,1.0,-0.4375,-0.5,1.0
11838,0,0.2727272727272727,-0.6666666666666667,-0.33333333333333337,0.6666666666666665,0.2727272727272727,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,-1.0,0.5,-1.0,0.0,1,0,1,0,0,0,-0.5,-0.5,-0.59375,-0.5,1.0
11839,0,0.2727272727272727,-0.6666666666666667,0.8888888888888888,0.6666666666666665,0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,1,1,0,0,-0.5,0.0,-0.6875,-0.5,-0.9999999999999999
11840,0,-0.2727272727272727,-1.0,0.2222222222222221,0.33333333333333326,-0.4545454545454546,-0.33333333333333337,0.5,1.0,-0.6,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,-0.5625,-0.5,-0.9999999999999999
11841,0,-0.2727272727272727,0.0,0.8888888888888888,-1.0,-0.4545454545454546,0.33333333333333326,-0.5,0.0,1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,1.0,-1.0,-0.5625,-0.5,-0.33333333333333326
11842,0,0.09090909090909083,0.0,0.4444444444444444,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.4285714285714284,0.5,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.0,0.0625,-0.5,-0.33333333333333326
11844,0,-0.2727272727272727,0.33333333333333326,0.4444444444444444,1.0,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.4285714285714284,0.25,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,0.0,0.5,-0.3125,-0.5,-0.33333333333333326
11845,0,0.2727272727272727,0.6666666666666665,-0.7777777777777778,1.0,0.2727272727272727,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,1,1,0,0,0,1.0,1.0,-0.5625,-0.5,-0.9999999999999999
11846,0,0.2727272727272727,-1.0,-1.0,0.6666666666666665,0.2727272727272727,-0.33333333333333337,-1.0,-1.0,1.0,0.5,1.0,-1.0,0.4285714285714284,0.25,0.33333333333333326,0.5,-1.0,-1.0,0,1,0,0,0,0,0.0,0.5,-0.15625,-0.5,-0.9999999999999999
11847,0,0.2727272727272727,-0.33333333333333337,0.4444444444444444,-0.6666666666666667,0.2727272727272727,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,1.0,0.1428571428571428,0.0,-1.0,0.5,-1.0,0.0,1,1,1,0,0,0,-0.5,-0.5,-0.625,-0.5,0.3333333333333335
11848,0,-0.09090909090909083,-0.6666666666666667,-1.0,0.6666666666666665,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,0.0,-1.0,1,1,1,0,0,0,0.5,-1.0,-0.5,-0.5,1.0
11849,0,0.6363636363636365,0.0,0.4444444444444444,0.6666666666666665,0.6363636363636365,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.0,-0.4375,-0.5,-0.9999999999999999
11850,0,0.8181818181818183,-0.33333333333333337,0.4444444444444444,-0.6666666666666667,0.8181818181818183,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,1.0,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,0,0,0,0,0,1.0,1.0,-0.0625,-0.5,0.3333333333333335
11851,0,0.2727272727272727,1.0,0.4444444444444444,0.33333333333333326,-1.0,-0.33333333333333337,-0.5,0.0,1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,1.0,0.5,-1.0,1.0,1,1,1,0,0,0,0.5,-0.5,-0.40625,-0.5,0.3333333333333335
11852,0,0.2727272727272727,1.0,-1.0,1.0,0.2727272727272727,-0.33333333333333337,-1.0,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.25,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.5,-0.28125,-0.5,-0.33333333333333326
11853,0,0.4545454545454546,0.0,0.4444444444444444,-0.6666666666666667,0.4545454545454546,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,1.0,0,1,0,0,0,0,-1.0,-0.5,-0.53125,-0.5,1.0
11854,0,-1.0,0.33333333333333326,0.8888888888888888,0.33333333333333326,0.4545454545454546,0.33333333333333326,-1.0,-1.0,-1.0,0.5,1.0,-1.0,-0.1428571428571429,0.0,1.0,0.5,-1.0,-1.0,0,1,0,0,0,0,1.0,-1.0,-0.65625,-0.5,1.0
11855,0,-1.0,-0.33333333333333337,0.8888888888888888,-0.6666666666666667,-1.0,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,-0.33333333333333337,0.5,-1.0,-1.0,1,0,0,0,0,0,0.5,0.5,-0.15625,-0.5,0.3333333333333335
11856,0,-1.0,-1.0,-0.7777777777777778,-1.0,-1.0,-0.33333333333333337,-0.5,0.0,-0.19999999999999996,0.5,1.0,0.33333333333333326,0.4285714285714284,0.0,-1.0,0.5,-1.0,1.0,1,0,0,0,0,0,0.0,0.0,-0.46875,-0.5,1.0
11857,0,0.09090909090909083,-1.0,0.0,-1.0,1.0,-0.33333333333333337,0.5,1.0,1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,-1.0,0.09375,-0.5,1.0
11858,0,0.09090909090909083,-0.6666666666666667,-0.33333333333333337,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.0,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,-0.5,0.5,-0.6875,-0.5,1.0
11859,0,-0.09090909090909083,0.0,-0.7777777777777778,-0.6666666666666667,-0.8181818181818181,-0.33333333333333337,-1.0,-1.0,1.0,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,1.0,-1.0,0.125,-0.5,1.0
11860,0,0.8181818181818183,1.0,0.8888888888888888,1.0,0.8181818181818183,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,1.0,0.5,-1.0,0.0,1,1,1,0,0,0,0.0,0.0,0.4375,-0.5,-0.9999999999999999
11861,0,0.8181818181818183,0.0,0.4444444444444444,0.6666666666666665,0.8181818181818183,-0.33333333333333337,-0.75,-1.0,0.6000000000000001,0.5,1.0,1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-0.59375,-0.5,0.3333333333333335
11862,0,1.0,-0.6666666666666667,0.0,-0.6666666666666667,1.0,-0.33333333333333337,-0.5,0.0,1.0,0.5,1.0,1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,1.0,1,1,1,0,0,0,-0.5,-0.5,-0.5625,-0.5,-0.33333333333333326
11863,0,0.8181818181818183,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,0.6363636363636365,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,1.0,1.0,0.0,-0.5,0.3333333333333335
11864,0,0.2727272727272727,-1.0,0.8888888888888888,-0.6666666666666667,0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,-0.1428571428571429,0.0,-0.33333333333333337,0.0,-0.5,0.0,1,1,0,0,0,0,0.5,0.5,-0.5,-0.5,1.0
11865,0,-1.0,0.0,0.0,-0.6666666666666667,-1.0,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.75,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,0.5,-0.5,-0.9999999999999999
11866,0,0.2727272727272727,0.0,0.8888888888888888,-1.0,0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,0.33333333333333326,0.5,-1.0,0.0,1,1,0,0,0,0,0.5,1.0,-0.40625,-0.5,0.3333333333333335
11867,0,0.4545454545454546,0.0,-0.7777777777777778,-1.0,0.4545454545454546,0.33333333333333326,-1.0,-1.0,1.0,0.5,1.0,-0.33333333333333337,-0.4285714285714286,0.0,0.33333333333333326,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.0,-0.625,-0.5,-0.9999999999999999
11868,0,0.09090909090909083,-0.6666666666666667,0.8888888888888888,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.0,0.0,-0.375,-0.5,-0.9999999999999999
11869,0,0.09090909090909083,-0.6666666666666667,-0.33333333333333337,-1.0,0.09090909090909083,0.33333333333333326,-0.75,-1.0,1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.0,-0.33333333333333337,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,0.0,-0.5,-0.5,-0.9999999999999999
11870,0,-1.0,0.33333333333333326,0.8888888888888888,0.6666666666666665,0.4545454545454546,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,0.33333333333333326,0.1428571428571428,0.5,-0.33333333333333337,0.5,-1.0,0.0,1,1,0,1,0,0,0.5,-1.0,-0.0625,-0.5,-0.33333333333333326
11871,1,-0.8181818181818181,0.33333333333333326,0.4444444444444444,-0.6666666666666667,-0.8181818181818181,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,1.0,-0.0625,-0.5,-0.33333333333333326
11872,0,0.8181818181818183,-1.0,-0.7777777777777778,-1.0,0.8181818181818183,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.4285714285714284,0.25,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,-0.375,1.0,-0.33333333333333326
11873,0,-0.2727272727272727,-0.6666666666666667,0.4444444444444444,-0.6666666666666667,-0.2727272727272727,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,0.33333333333333326,0.7142857142857142,0.5,-1.0,0.5,-1.0,1.0,1,1,0,0,0,0,0.5,0.5,0.21875,-0.5,-0.9999999999999999
11874,0,0.4545454545454546,-0.6666666666666667,0.4444444444444444,1.0,0.4545454545454546,-0.33333333333333337,-1.0,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.1428571428571428,0.0,-0.33333333333333337,0.5,-1.0,-1.0,1,1,0,0,0,0,0.0,0.0,-0.6875,-0.5,1.0
11875,0,0.4545454545454546,-1.0,0.8888888888888888,0.6666666666666665,0.09090909090909083,-0.33333333333333337,-1.0,-1.0,0.6000000000000001,0.5,1.0,1.0,0.7142857142857142,0.5,1.0,0.5,-1.0,-1.0,0,1,0,0,0,0,-0.5,-0.5,0.125,-0.5,-0.9999999999999999
11876,0,0.4545454545454546,0.33333333333333326,-0.33333333333333337,-0.6666666666666667,0.4545454545454546,0.33333333333333326,-0.75,-1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,-0.5,-0.984375,-0.5,-0.33333333333333326
11877,0,0.09090909090909083,0.0,-0.33333333333333337,-0.6666666666666667,0.09090909090909083,0.33333333333333326,-0.5,0.0,1.0,0.5,1.0,0.33333333333333326,1.0,-1.0,1.0,0.5,-1.0,1.0,0,1,0,0,0,0,0.5,0.5,-0.984375,-0.5,1.0
11878,0,0.09090909090909083,-1.0,-0.33333333333333337,1.0,0.09090909090909083,-0.33333333333333337,-0.75,-1.0,-1.0,0.5,1.0,-0.33333333333333337,0.7142857142857142,0.5,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-1.0,-0.5,0.125,-0.5,0.3333333333333335
11879,0,0.6363636363636365,0.6666666666666665,-0.33333333333333337,0.6666666666666665,0.6363636363636365,0.33333333333333326,-0.75,-1.0,-1.0,0.5,1.0,-1.0,0.1428571428571428,0.0,1.0,0.5,-1.0,0.0,1,1,0,0,0,0,-0.5,0.0,-0.65625,-0.5,-0.33333333333333326
11880,0,-1.0,-0.6666666666666667,0.8888888888888888,-0.6666666666666667,-1.0,-0.33333333333333337,-0.5,0.0,-0.6,0.5,1.0,1.0,0.4285714285714284,0.0,0.33333333333333326,0.5,-1.0,1.0,1,0,0,0,0,0,0.5,0.5,-0.53125,-0.5,-0.9999999999999999
11881,0,-0.2727272727272727,-0.33333333333333337,0.0,0.6666666666666665,-0.2727272727272727,-0.33333333333333337,-0.75,-1.0,-0.6,0.5,1.0,-0.33333333333333337,0.4285714285714284,0.25,1.0,0.5,-1.0,0.0,1,0,0,0,0,0,0.0,0.0,-0.25,-0.5,-0.9999999999999999
